match_id,payment_record_id,bank_transaction_id,match_type,match_status
MATCH-0000798,PAYREC-000978,BTX-0000798,one_to_one,matched
MATCH-0000799,PAYREC-000979,BTX-0000799,one_to_one,matched
MATCH-0000800,PAYREC-000980,BTX-0000800,one_to_one,matched
MATCH-0000801,PAYREC-000981,BTX-0000801,one_to_one,matched
MATCH-0000802,PAYREC-000982,BTX-0000802,one_to_one,matched
MATCH-0000803,PAYREC-000983,BTX-0000803,one_to_one,matched
MATCH-0000804,PAYREC-000984,BTX-0000804,one_to_one,matched
MATCH-0000805,PAYREC-000985,BTX-0000805,one_to_one,matched
MATCH-0000806,PAYREC-000986,BTX-0000806,one_to_one,matched
MATCH-0000807,PAYREC-000987,BTX-0000807,one_to_one,matched
MATCH-0000808,PAYREC-000988,BTX-0000808,one_to_one,matched
MATCH-0000809,PAYREC-000990,BTX-0000809,one_to_one,matched
MATCH-0000810,PAYREC-000994,BTX-0000810,one_to_one,matched
MATCH-0000811,PAYREC-000996,BTX-0000811,one_to_one,matched
MATCH-0000812,PAYREC-000997,BTX-0000812,one_to_one,matched
MATCH-0000813,PAYREC-000998,BTX-0000813,one_to_one,matched
MATCH-0000814,PAYREC-001000,BTX-0000814,one_to_one,matched
MATCH-0000815,PAYREC-001001,BTX-0000815,one_to_one,matched
MATCH-0000816,PAYREC-001002,BTX-0000816,one_to_one,matched
MATCH-0000817,PAYREC-001003,BTX-0000817,one_to_one,matched
MATCH-0000818,PAYREC-001004,BTX-0000818,one_to_one,matched
MATCH-0000819,PAYREC-001005,BTX-0000819,one_to_one,matched
MATCH-0000820,PAYREC-001008,BTX-0000820,one_to_one,matched
MATCH-0000821,PAYREC-001009,BTX-0000821,one_to_one,matched
MATCH-0000822,PAYREC-001010,BTX-0000822,one_to_one,matched
MATCH-0000823,PAYREC-001011,BTX-0000823,one_to_one,matched
MATCH-0000824,PAYREC-001012,BTX-0000824,one_to_one,matched
MATCH-0000825,PAYREC-001013,BTX-0000825,one_to_one,matched
MATCH-0000826,PAYREC-001014,BTX-0000826,one_to_one,matched
MATCH-0000827,PAYREC-001015,BTX-0000827,one_to_one,matched
MATCH-0000828,PAYREC-001016,BTX-0000828,one_to_one,matched
MATCH-0000829,PAYREC-001017,BTX-0000829,one_to_one,matched
MATCH-0000830,PAYREC-001018,BTX-0000830,one_to_one,matched
MATCH-0000831,PAYREC-001019,BTX-0000831,one_to_one,matched
MATCH-0000832,PAYREC-001020,BTX-0000832,one_to_one,matched
MATCH-0000833,PAYREC-001021,BTX-0000833,one_to_one,matched
MATCH-0000834,PAYREC-001022,BTX-0000834,one_to_one,matched
MATCH-0000835,PAYREC-001023,BTX-0000835,one_to_one,matched
MATCH-0000836,PAYREC-001024,BTX-0000836,one_to_one,matched
MATCH-0000837,PAYREC-001025,BTX-0000837,one_to_one,matched
MATCH-0000838,PAYREC-001026,BTX-0000838,one_to_one,matched
MATCH-0000839,PAYREC-001027,BTX-0000839,one_to_one,matched
MATCH-0000840,PAYREC-001029,BTX-0000840,one_to_one,matched
MATCH-0000841,PAYREC-001031,BTX-0000841,one_to_one,matched
MATCH-0000842,PAYREC-001032,BTX-0000842,one_to_one,matched
MATCH-0000843,PAYREC-001034,BTX-0000843,one_to_one,matched
MATCH-0000844,PAYREC-001035,BTX-0000844,one_to_one,matched
MATCH-0000845,PAYREC-001036,BTX-0000845,one_to_one,matched
MATCH-0000846,PAYREC-001037,BTX-0000846,one_to_one,matched
MATCH-0000847,PAYREC-001040,BTX-0000847,one_to_one,matched
MATCH-0000848,PAYREC-001042,BTX-0000848,one_to_one,matched
MATCH-0000849,PAYREC-001043,BTX-0000849,one_to_one,matched
MATCH-0000850,PAYREC-001044,BTX-0000850,one_to_one,matched
MATCH-0000851,PAYREC-001045,BTX-0000851,one_to_one,matched
MATCH-0000852,PAYREC-001046,BTX-0000852,one_to_one,matched
MATCH-0000853,PAYREC-001047,BTX-0000853,one_to_one,matched
MATCH-0000854,PAYREC-001048,BTX-0000854,one_to_one,matched
MATCH-0000855,PAYREC-001050,BTX-0000855,one_to_one,matched
MATCH-0000856,PAYREC-001051,BTX-0000856,one_to_one,matched
MATCH-0000857,PAYREC-001052,BTX-0000857,one_to_one,matched
MATCH-0000858,PAYREC-001053,BTX-0000858,one_to_one,matched
MATCH-0000859,PAYREC-001055,BTX-0000859,one_to_one,matched
MATCH-0000860,PAYREC-001057,BTX-0000860,one_to_one,matched
MATCH-0000861,PAYREC-001060,BTX-0000861,one_to_one,matched
MATCH-0000862,PAYREC-001062,BTX-0000862,one_to_one,matched
MATCH-0000863,PAYREC-001063,BTX-0000863,one_to_one,matched
MATCH-0000864,PAYREC-001065,BTX-0000864,one_to_one,matched
MATCH-0000865,PAYREC-001067,BTX-0000865,one_to_one,matched
MATCH-0000866,PAYREC-001068,BTX-0000866,one_to_one,matched
MATCH-0000867,PAYREC-001069,BTX-0000867,one_to_one,matched
MATCH-0000868,PAYREC-001070,BTX-0000868,one_to_one,matched
MATCH-0000869,PAYREC-001071,BTX-0000869,one_to_one,matched
MATCH-0000870,PAYREC-001072,BTX-0000870,one_to_one,matched
MATCH-0000871,PAYREC-001073,BTX-0000871,one_to_one,matched
MATCH-0000872,PAYREC-001074,BTX-0000872,one_to_one,matched
MATCH-0000873,PAYREC-001075,BTX-0000873,one_to_one,matched
MATCH-0000874,PAYREC-001076,BTX-0000874,one_to_one,matched
MATCH-0000875,PAYREC-001078,BTX-0000875,one_to_one,matched
MATCH-0000876,PAYREC-001079,BTX-0000876,one_to_one,matched
MATCH-0000877,PAYREC-001081,BTX-0000877,one_to_one,matched
MATCH-0000878,PAYREC-001082,BTX-0000878,one_to_one,matched
MATCH-0000879,PAYREC-001083,BTX-0000879,one_to_one,matched
MATCH-0000880,PAYREC-001085,BTX-0000880,one_to_one,matched
MATCH-0000881,PAYREC-001086,BTX-0000881,one_to_one,matched
MATCH-0000882,PAYREC-001087,BTX-0000882,one_to_one,matched
MATCH-0000883,PAYREC-001088,BTX-0000883,one_to_one,matched
MATCH-0000884,PAYREC-001089,BTX-0000884,one_to_one,matched
MATCH-0000885,PAYREC-001090,BTX-0000885,one_to_one,matched
MATCH-0000886,PAYREC-001091,BTX-0000886,one_to_one,matched
MATCH-0000887,PAYREC-001092,BTX-0000887,one_to_one,matched
MATCH-0000888,PAYREC-001094,BTX-0000888,one_to_one,matched
MATCH-0000889,PAYREC-001095,BTX-0000889,one_to_one,matched
MATCH-0000890,PAYREC-001097,BTX-0000890,one_to_one,matched
MATCH-0000891,PAYREC-001099,BTX-0000891,one_to_one,matched
MATCH-0000892,PAYREC-001100,BTX-0000892,one_to_one,matched
MATCH-0000893,PAYREC-001102,BTX-0000893,one_to_one,matched
MATCH-0000894,PAYREC-001103,BTX-0000894,one_to_one,matched
MATCH-0000895,PAYREC-001104,BTX-0000895,one_to_one,matched
MATCH-0000896,PAYREC-001105,BTX-0000896,one_to_one,matched
MATCH-0000897,PAYREC-001106,BTX-0000897,one_to_one,matched
MATCH-0000898,PAYREC-001107,BTX-0000898,one_to_one,matched
MATCH-0000899,PAYREC-001110,BTX-0000899,one_to_one,matched
MATCH-0000900,PAYREC-001111,BTX-0000900,one_to_one,matched
MATCH-0000901,PAYREC-001112,BTX-0000901,one_to_one,matched
MATCH-0000902,PAYREC-001114,BTX-0000902,one_to_one,matched
MATCH-0000903,PAYREC-001115,BTX-0000903,one_to_one,matched
MATCH-0000904,PAYREC-001116,BTX-0000904,one_to_one,matched
MATCH-0000905,PAYREC-001118,BTX-0000905,one_to_one,matched
MATCH-0000906,PAYREC-001119,BTX-0000906,one_to_one,matched
MATCH-0000907,PAYREC-001120,BTX-0000907,one_to_one,matched
MATCH-0000908,PAYREC-001121,BTX-0000908,one_to_one,matched
MATCH-0000909,PAYREC-001122,BTX-0000909,one_to_one,matched
MATCH-0000910,PAYREC-001124,BTX-0000910,one_to_one,matched
MATCH-0000911,PAYREC-001126,BTX-0000911,one_to_one,matched
MATCH-0000912,PAYREC-001127,BTX-0000912,one_to_one,matched
MATCH-0000913,PAYREC-001128,BTX-0000913,one_to_one,matched
MATCH-0000914,PAYREC-001130,BTX-0000914,one_to_one,matched
MATCH-0000915,PAYREC-001131,BTX-0000915,one_to_one,matched
MATCH-0000916,PAYREC-001132,BTX-0000916,one_to_one,matched
MATCH-0000917,PAYREC-001133,BTX-0000917,one_to_one,matched
MATCH-0000918,PAYREC-001138,BTX-0000918,one_to_one,matched
MATCH-0000919,PAYREC-001139,BTX-0000919,one_to_one,matched
MATCH-0000920,PAYREC-001140,BTX-0000920,one_to_one,matched
MATCH-0000921,PAYREC-001141,BTX-0000921,one_to_one,matched
MATCH-0000922,PAYREC-001142,BTX-0000922,one_to_one,matched
MATCH-0000923,PAYREC-001143,BTX-0000923,one_to_one,matched
MATCH-0000924,PAYREC-001144,BTX-0000924,one_to_one,matched
MATCH-0000925,PAYREC-001145,BTX-0000925,one_to_one,matched
MATCH-0000926,PAYREC-001146,BTX-0000926,one_to_one,matched
MATCH-0000927,PAYREC-001149,BTX-0000927,one_to_one,matched
MATCH-0000928,PAYREC-001150,BTX-0000928,one_to_one,matched
MATCH-0000929,PAYREC-001151,BTX-0000929,one_to_one,matched
MATCH-0000930,PAYREC-001152,BTX-0000930,one_to_one,matched
MATCH-0000931,PAYREC-001153,BTX-0000931,one_to_one,matched
MATCH-0000932,PAYREC-001156,BTX-0000932,one_to_one,matched
MATCH-0000933,PAYREC-001158,BTX-0000933,one_to_one,matched
MATCH-0000934,PAYREC-001159,BTX-0000934,one_to_one,matched
MATCH-0000935,PAYREC-001161,BTX-0000935,one_to_one,matched
MATCH-0000936,PAYREC-001162,BTX-0000936,one_to_one,matched
MATCH-0000937,PAYREC-001163,BTX-0000937,one_to_one,matched
MATCH-0000938,PAYREC-001164,BTX-0000938,one_to_one,matched
MATCH-0000939,PAYREC-001165,BTX-0000939,one_to_one,matched
MATCH-0000940,PAYREC-001166,BTX-0000940,one_to_one,matched
MATCH-0000941,PAYREC-001167,BTX-0000941,one_to_one,matched
MATCH-0000942,PAYREC-001168,BTX-0000942,one_to_one,matched
MATCH-0000943,PAYREC-001169,BTX-0000943,one_to_one,matched
MATCH-0000944,PAYREC-001170,BTX-0000944,one_to_one,matched
MATCH-0000945,PAYREC-001173,BTX-0000945,one_to_one,matched
MATCH-0000946,PAYREC-001174,BTX-0000946,one_to_one,matched
MATCH-0000947,PAYREC-001175,BTX-0000947,one_to_one,matched
MATCH-0000948,PAYREC-001176,BTX-0000948,one_to_one,matched
MATCH-0000949,PAYREC-001177,BTX-0000949,one_to_one,matched
MATCH-0000950,PAYREC-001178,BTX-0000950,one_to_one,matched
MATCH-0000951,PAYREC-001179,BTX-0000951,one_to_one,matched
MATCH-0000952,PAYREC-001180,BTX-0000952,one_to_one,matched
MATCH-0000953,PAYREC-001181,BTX-0000953,one_to_one,matched
MATCH-0000954,PAYREC-001182,BTX-0000954,one_to_one,matched
MATCH-0000955,PAYREC-001183,BTX-0000955,one_to_one,matched
MATCH-0000956,PAYREC-001184,BTX-0000956,one_to_one,matched
MATCH-0000957,PAYREC-001185,BTX-0000957,one_to_one,matched
MATCH-0000958,PAYREC-001186,BTX-0000958,one_to_one,matched
MATCH-0000959,PAYREC-001187,BTX-0000959,one_to_one,matched
MATCH-0000960,PAYREC-001188,BTX-0000960,one_to_one,matched
MATCH-0000961,PAYREC-001190,BTX-0000961,one_to_one,matched
MATCH-0000962,PAYREC-001191,BTX-0000962,one_to_one,matched
MATCH-0000963,PAYREC-001192,BTX-0000963,one_to_one,matched
MATCH-0000964,PAYREC-001193,BTX-0000964,one_to_one,matched
MATCH-0000965,PAYREC-001194,BTX-0000965,one_to_one,matched
MATCH-0000966,PAYREC-001195,BTX-0000966,one_to_one,matched
MATCH-0000967,PAYREC-001196,BTX-0000967,one_to_one,matched
MATCH-0000968,PAYREC-001197,BTX-0000968,one_to_one,matched
MATCH-0000969,PAYREC-001198,BTX-0000969,one_to_one,matched
MATCH-0000970,PAYREC-001201,BTX-0000970,one_to_one,matched
MATCH-0000971,PAYREC-001202,BTX-0000971,one_to_one,matched
MATCH-0000972,PAYREC-001203,BTX-0000972,one_to_one,matched
MATCH-0000973,PAYREC-001204,BTX-0000973,one_to_one,matched
MATCH-0000974,PAYREC-001205,BTX-0000974,one_to_one,matched
MATCH-0000975,PAYREC-001206,BTX-0000975,one_to_one,matched
MATCH-0000976,PAYREC-001207,BTX-0000976,one_to_one,matched
MATCH-0000977,PAYREC-001208,BTX-0000977,one_to_one,matched
MATCH-0000978,PAYREC-001209,BTX-0000978,one_to_one,matched
MATCH-0000979,PAYREC-001210,BTX-0000979,one_to_one,matched
MATCH-0000980,PAYREC-001211,BTX-0000980,one_to_one,matched
MATCH-0000981,PAYREC-001212,BTX-0000981,one_to_one,matched
MATCH-0000982,PAYREC-001213,BTX-0000982,one_to_one,matched
MATCH-0000983,PAYREC-001214,BTX-0000983,one_to_one,matched
MATCH-0000984,PAYREC-001216,BTX-0000984,one_to_one,matched
MATCH-0000985,PAYREC-001217,BTX-0000985,one_to_one,matched
MATCH-0000986,PAYREC-001218,BTX-0000986,one_to_one,matched
MATCH-0000987,PAYREC-001219,BTX-0000987,one_to_one,matched
MATCH-0000988,PAYREC-001220,BTX-0000988,one_to_one,matched
MATCH-0000989,PAYREC-001221,BTX-0000989,one_to_one,matched
MATCH-0000990,PAYREC-001222,BTX-0000990,one_to_one,matched
MATCH-0000991,PAYREC-001223,BTX-0000991,one_to_one,matched
MATCH-0000992,PAYREC-001225,BTX-0000992,one_to_one,matched
MATCH-0000993,PAYREC-001226,BTX-0000993,one_to_one,matched
MATCH-0000994,PAYREC-001227,BTX-0000994,one_to_one,matched
MATCH-0000995,PAYREC-001228,BTX-0000995,one_to_one,matched
MATCH-0000996,PAYREC-001229,BTX-0000996,one_to_one,matched
MATCH-0000997,PAYREC-001230,BTX-0000997,one_to_one,matched
MATCH-0000998,PAYREC-001231,BTX-0000998,one_to_one,matched
MATCH-0000999,PAYREC-001232,BTX-0000999,one_to_one,matched
MATCH-0001000,PAYREC-001234,BTX-0001000,one_to_one,matched
MATCH-0001001,PAYREC-001235,BTX-0001001,one_to_one,matched
MATCH-0001002,PAYREC-001236,BTX-0001002,one_to_one,matched
MATCH-0001003,PAYREC-001237,BTX-0001003,one_to_one,matched
MATCH-0001004,PAYREC-001238,BTX-0001004,one_to_one,matched
MATCH-0001005,PAYREC-001240,BTX-0001005,one_to_one,matched
MATCH-0001006,PAYREC-001241,BTX-0001006,one_to_one,matched
MATCH-0001007,PAYREC-001242,BTX-0001007,one_to_one,matched
MATCH-0001008,PAYREC-001243,BTX-0001008,one_to_one,matched
MATCH-0001009,PAYREC-001244,BTX-0001009,one_to_one,matched
MATCH-0001010,PAYREC-001245,BTX-0001010,one_to_one,matched
MATCH-0001011,PAYREC-001246,BTX-0001011,one_to_one,matched
MATCH-0001012,PAYREC-001247,BTX-0001012,one_to_one,matched
MATCH-0001013,PAYREC-001248,BTX-0001013,one_to_one,matched
MATCH-0001014,PAYREC-001250,BTX-0001014,one_to_one,matched
MATCH-0001015,PAYREC-001251,BTX-0001015,one_to_one,matched
MATCH-0001016,PAYREC-001252,BTX-0001016,one_to_one,matched
MATCH-0001017,PAYREC-001253,BTX-0001017,one_to_one,matched
MATCH-0001018,PAYREC-001254,BTX-0001018,one_to_one,matched
MATCH-0001019,PAYREC-001256,BTX-0001019,one_to_one,matched
MATCH-0001020,PAYREC-001257,BTX-0001020,one_to_one,matched
MATCH-0001021,PAYREC-001259,BTX-0001021,one_to_one,matched
MATCH-0001022,PAYREC-001261,BTX-0001022,one_to_one,matched
MATCH-0001023,PAYREC-001264,BTX-0001023,one_to_one,matched
MATCH-0001024,PAYREC-001266,BTX-0001024,one_to_one,matched
MATCH-0001025,PAYREC-001267,BTX-0001025,one_to_one,matched
MATCH-0001026,PAYREC-001268,BTX-0001026,one_to_one,matched
MATCH-0001027,PAYREC-001269,BTX-0001027,one_to_one,matched
MATCH-0001028,PAYREC-001271,BTX-0001028,one_to_one,matched
MATCH-0001029,PAYREC-001273,BTX-0001029,one_to_one,matched
MATCH-0001030,PAYREC-001275,BTX-0001030,one_to_one,matched
MATCH-0001031,PAYREC-001276,BTX-0001031,one_to_one,matched
MATCH-0001032,PAYREC-001277,BTX-0001032,one_to_one,matched
MATCH-0001033,PAYREC-001278,BTX-0001033,one_to_one,matched
MATCH-0001034,PAYREC-001279,BTX-0001034,one_to_one,matched
MATCH-0001035,PAYREC-001280,BTX-0001035,one_to_one,matched
MATCH-0001036,PAYREC-001281,BTX-0001036,one_to_one,matched
MATCH-0001037,PAYREC-001282,BTX-0001037,one_to_one,matched
MATCH-0001038,PAYREC-001283,BTX-0001038,one_to_one,matched
MATCH-0001039,PAYREC-001284,BTX-0001039,one_to_one,matched
MATCH-0001040,PAYREC-001285,BTX-0001040,one_to_one,matched
MATCH-0001041,PAYREC-001286,BTX-0001041,one_to_one,matched
MATCH-0001042,PAYREC-001287,BTX-0001042,one_to_one,matched
MATCH-0001043,PAYREC-001288,BTX-0001043,one_to_one,matched
MATCH-0001044,PAYREC-001292,BTX-0001044,one_to_one,matched
MATCH-0001045,PAYREC-001293,BTX-0001045,one_to_one,matched
MATCH-0001046,PAYREC-001294,BTX-0001046,one_to_one,matched
MATCH-0001047,PAYREC-001296,BTX-0001047,one_to_one,matched
MATCH-0001048,PAYREC-001297,BTX-0001048,one_to_one,matched
MATCH-0001049,PAYREC-001298,BTX-0001049,one_to_one,matched
MATCH-0001050,PAYREC-001299,BTX-0001050,one_to_one,matched
MATCH-0001051,PAYREC-001300,BTX-0001051,one_to_one,matched
MATCH-0001052,PAYREC-001301,BTX-0001052,one_to_one,matched
MATCH-0001053,PAYREC-001303,BTX-0001053,one_to_one,matched
MATCH-0001054,PAYREC-001304,BTX-0001054,one_to_one,matched
MATCH-0001055,PAYREC-001305,BTX-0001055,one_to_one,matched
MATCH-0001056,PAYREC-001306,BTX-0001056,one_to_one,matched
MATCH-0001057,PAYREC-001307,BTX-0001057,one_to_one,matched
MATCH-0001058,PAYREC-001308,BTX-0001058,one_to_one,matched
MATCH-0001059,PAYREC-001309,BTX-0001059,one_to_one,matched
MATCH-0001060,PAYREC-001310,BTX-0001060,one_to_one,matched
MATCH-0001061,PAYREC-001311,BTX-0001061,one_to_one,matched
MATCH-0001062,PAYREC-001312,BTX-0001062,one_to_one,matched
MATCH-0001063,PAYREC-001313,BTX-0001063,one_to_one,matched
MATCH-0001064,PAYREC-001316,BTX-0001064,one_to_one,matched
MATCH-0001065,PAYREC-001317,BTX-0001065,one_to_one,matched
MATCH-0001066,PAYREC-001318,BTX-0001066,one_to_one,matched
MATCH-0001067,PAYREC-001319,BTX-0001067,one_to_one,matched
MATCH-0001068,PAYREC-001320,BTX-0001068,one_to_one,matched
MATCH-0001069,PAYREC-001322,BTX-0001069,one_to_one,matched
MATCH-0001070,PAYREC-001323,BTX-0001070,one_to_one,matched
MATCH-0001071,PAYREC-001324,BTX-0001071,one_to_one,matched
MATCH-0001072,PAYREC-001325,BTX-0001072,one_to_one,matched
MATCH-0001073,PAYREC-001327,BTX-0001073,one_to_one,matched
MATCH-0001074,PAYREC-001329,BTX-0001074,one_to_one,matched
MATCH-0001075,PAYREC-001330,BTX-0001075,one_to_one,matched
MATCH-0001076,PAYREC-001331,BTX-0001076,one_to_one,matched
MATCH-0001077,PAYREC-001334,BTX-0001077,one_to_one,matched
MATCH-0001078,PAYREC-001335,BTX-0001078,one_to_one,matched
MATCH-0001079,PAYREC-001336,BTX-0001079,one_to_one,matched
MATCH-0001080,PAYREC-001337,BTX-0001080,one_to_one,matched
MATCH-0001081,PAYREC-001338,BTX-0001081,one_to_one,matched
MATCH-0001082,PAYREC-001339,BTX-0001082,one_to_one,matched
MATCH-0001083,PAYREC-001340,BTX-0001083,one_to_one,matched
MATCH-0001084,PAYREC-001342,BTX-0001084,one_to_one,matched
MATCH-0001085,PAYREC-001343,BTX-0001085,one_to_one,matched
MATCH-0001086,PAYREC-001344,BTX-0001086,one_to_one,matched
MATCH-0001087,PAYREC-001345,BTX-0001087,one_to_one,matched
MATCH-0001088,PAYREC-001346,BTX-0001088,one_to_one,matched
MATCH-0001089,PAYREC-001348,BTX-0001089,one_to_one,matched
MATCH-0001090,PAYREC-001349,BTX-0001090,one_to_one,matched
MATCH-0001091,PAYREC-001350,BTX-0001091,one_to_one,matched
MATCH-0001092,PAYREC-001351,BTX-0001092,one_to_one,matched
MATCH-0001093,PAYREC-001352,BTX-0001093,one_to_one,matched
MATCH-0001094,PAYREC-001353,BTX-0001094,one_to_one,matched
MATCH-0001095,PAYREC-001354,BTX-0001095,one_to_one,matched
MATCH-0001096,PAYREC-001355,BTX-0001096,one_to_one,matched
MATCH-0001097,PAYREC-001356,BTX-0001097,one_to_one,matched
MATCH-0001098,PAYREC-001357,BTX-0001098,one_to_one,matched
MATCH-0001099,PAYREC-001358,BTX-0001099,one_to_one,matched
MATCH-0001100,PAYREC-001359,BTX-0001100,one_to_one,matched
MATCH-0001101,PAYREC-001360,BTX-0001101,one_to_one,matched
MATCH-0001102,PAYREC-001361,BTX-0001102,one_to_one,matched
MATCH-0001103,PAYREC-001362,BTX-0001103,one_to_one,matched
MATCH-0001104,PAYREC-001363,BTX-0001104,one_to_one,matched
MATCH-0001105,PAYREC-001364,BTX-0001105,one_to_one,matched
MATCH-0001106,PAYREC-001365,BTX-0001106,one_to_one,matched
MATCH-0001107,PAYREC-001366,BTX-0001107,one_to_one,matched
MATCH-0001108,PAYREC-001367,BTX-0001108,one_to_one,matched
MATCH-0001109,PAYREC-001368,BTX-0001109,one_to_one,matched
MATCH-0001110,PAYREC-001369,BTX-0001110,one_to_one,matched
MATCH-0001111,PAYREC-001370,BTX-0001111,one_to_one,matched
MATCH-0001112,PAYREC-001371,BTX-0001112,one_to_one,matched
MATCH-0001113,PAYREC-001372,BTX-0001113,one_to_one,matched
MATCH-0001114,PAYREC-001373,BTX-0001114,one_to_one,matched
MATCH-0001115,PAYREC-001374,BTX-0001115,one_to_one,matched
MATCH-0001116,PAYREC-001375,BTX-0001116,one_to_one,matched
MATCH-0001117,PAYREC-001377,BTX-0001117,one_to_one,matched
MATCH-0001118,PAYREC-001378,BTX-0001118,one_to_one,matched
MATCH-0001119,PAYREC-001379,BTX-0001119,one_to_one,matched
MATCH-0001120,PAYREC-001380,BTX-0001120,one_to_one,matched
MATCH-0001121,PAYREC-001381,BTX-0001121,one_to_one,matched
MATCH-0001122,PAYREC-001382,BTX-0001122,one_to_one,matched
MATCH-0001123,PAYREC-001383,BTX-0001123,one_to_one,matched
MATCH-0001124,PAYREC-001384,BTX-0001124,one_to_one,matched
MATCH-0001125,PAYREC-001385,BTX-0001125,one_to_one,matched
MATCH-0001126,PAYREC-001386,BTX-0001126,one_to_one,matched
MATCH-0001127,PAYREC-001387,BTX-0001127,one_to_one,matched
MATCH-0001128,PAYREC-001388,BTX-0001128,one_to_one,matched
MATCH-0001129,PAYREC-001389,BTX-0001129,one_to_one,matched
MATCH-0001130,PAYREC-001390,BTX-0001130,one_to_one,matched
MATCH-0001131,PAYREC-001391,BTX-0001131,one_to_one,matched
MATCH-0001132,PAYREC-001392,BTX-0001132,one_to_one,matched
MATCH-0001133,PAYREC-001393,BTX-0001133,one_to_one,matched
MATCH-0001134,PAYREC-001394,BTX-0001134,one_to_one,matched
MATCH-0001135,PAYREC-001395,BTX-0001135,one_to_one,matched
MATCH-0001136,PAYREC-001396,BTX-0001136,one_to_one,matched
MATCH-0001137,PAYREC-001398,BTX-0001137,one_to_one,matched
MATCH-0001138,PAYREC-001399,BTX-0001138,one_to_one,matched
MATCH-0001139,PAYREC-001400,BTX-0001139,one_to_one,matched
MATCH-0001140,PAYREC-001401,BTX-0001140,one_to_one,matched
MATCH-0001141,PAYREC-001402,BTX-0001141,one_to_one,matched
MATCH-0001142,PAYREC-001403,BTX-0001142,one_to_one,matched
MATCH-0001143,PAYREC-001404,BTX-0001143,one_to_one,matched
MATCH-0001144,PAYREC-001405,BTX-0001144,one_to_one,matched
MATCH-0001145,PAYREC-001406,BTX-0001145,one_to_one,matched
MATCH-0001146,PAYREC-001407,BTX-0001146,one_to_one,matched
MATCH-0001147,PAYREC-001408,BTX-0001147,one_to_one,matched
MATCH-0001148,PAYREC-001409,BTX-0001148,one_to_one,matched
MATCH-0001149,PAYREC-001411,BTX-0001149,one_to_one,matched
MATCH-0001150,PAYREC-001413,BTX-0001150,one_to_one,matched
MATCH-0001151,PAYREC-001414,BTX-0001151,one_to_one,matched
MATCH-0001152,PAYREC-001415,BTX-0001152,one_to_one,matched
MATCH-0001153,PAYREC-001417,BTX-0001153,one_to_one,matched
MATCH-0001154,PAYREC-001418,BTX-0001154,one_to_one,matched
MATCH-0001155,PAYREC-001419,BTX-0001155,one_to_one,matched
MATCH-0001156,PAYREC-001420,BTX-0001156,one_to_one,matched
MATCH-0001157,PAYREC-001421,BTX-0001157,one_to_one,matched
MATCH-0001158,PAYREC-001422,BTX-0001158,one_to_one,matched
MATCH-0001159,PAYREC-001423,BTX-0001159,one_to_one,matched
MATCH-0001160,PAYREC-001424,BTX-0001160,one_to_one,matched
MATCH-0001161,PAYREC-001425,BTX-0001161,one_to_one,matched
MATCH-0001162,PAYREC-001426,BTX-0001162,one_to_one,matched
MATCH-0001163,PAYREC-001427,BTX-0001163,one_to_one,matched
MATCH-0001164,PAYREC-001428,BTX-0001164,one_to_one,matched
MATCH-0001165,PAYREC-001429,BTX-0001165,one_to_one,matched
MATCH-0001166,PAYREC-001430,BTX-0001166,one_to_one,matched
MATCH-0001167,PAYREC-001431,BTX-0001167,one_to_one,matched
MATCH-0001168,PAYREC-001432,BTX-0001168,one_to_one,matched
MATCH-0001169,PAYREC-001433,BTX-0001169,one_to_one,matched
MATCH-0001170,PAYREC-001434,BTX-0001170,one_to_one,matched
MATCH-0001171,PAYREC-001435,BTX-0001171,one_to_one,matched
MATCH-0001172,PAYREC-001436,BTX-0001172,one_to_one,matched
MATCH-0001173,PAYREC-001437,BTX-0001173,one_to_one,matched
MATCH-0001174,PAYREC-001439,BTX-0001174,one_to_one,matched
MATCH-0001175,PAYREC-001440,BTX-0001175,one_to_one,matched
MATCH-0001176,PAYREC-001441,BTX-0001176,one_to_one,matched
MATCH-0001177,PAYREC-001442,BTX-0001177,one_to_one,matched
MATCH-0001178,PAYREC-001443,BTX-0001178,one_to_one,matched
MATCH-0001179,PAYREC-001445,BTX-0001179,one_to_one,matched
MATCH-0001180,PAYREC-001447,BTX-0001180,one_to_one,matched
MATCH-0001181,PAYREC-001448,BTX-0001181,one_to_one,matched
MATCH-0001182,PAYREC-001450,BTX-0001182,one_to_one,matched
MATCH-0001183,PAYREC-001451,BTX-0001183,one_to_one,matched
MATCH-0001184,PAYREC-001452,BTX-0001184,one_to_one,matched
MATCH-0001185,PAYREC-001453,BTX-0001185,one_to_one,matched
MATCH-0001186,PAYREC-001454,BTX-0001186,one_to_one,matched
MATCH-0001187,PAYREC-001456,BTX-0001187,one_to_one,matched
MATCH-0001188,PAYREC-001457,BTX-0001188,one_to_one,matched
MATCH-0001189,PAYREC-001458,BTX-0001189,one_to_one,matched
MATCH-0001190,PAYREC-001459,BTX-0001190,one_to_one,matched
MATCH-0001191,PAYREC-001460,BTX-0001191,one_to_one,matched
MATCH-0001192,PAYREC-001463,BTX-0001192,one_to_one,matched
MATCH-0001193,PAYREC-001464,BTX-0001193,one_to_one,matched
MATCH-0001194,PAYREC-001465,BTX-0001194,one_to_one,matched
MATCH-0001195,PAYREC-001466,BTX-0001195,one_to_one,matched
MATCH-0001196,PAYREC-001467,BTX-0001196,one_to_one,matched
