bank_transaction_id,booking_date,value_date,amount,currency,transaction_type,payer_name,payer_reference,bank_description,scenario_type,is_reversal,original_bank_transaction_id
BTX-0000213,2025-03-14,2025-03-14,125.0,GBP,credit,ClearWater Distribution,PAY INV-100256,ClearWater Distribution PAY INV-100256,clean_reference,False,
BTX-0001714,2025-03-14,2025-03-14,869.26,GBP,unexpected_credit,ClearWater Distribution,ADVANCE PAYMENT,ClearWater Distribution ADVANCE PAYMENT,unexpected_receipt,False,
BTX-0001457,2025-03-14,2025-03-14,944.29,GBP,credit,Northstar Holdings,101778,Northstar Holdings 101778,truncated_reference,False,
BTX-0001862,2025-03-14,2025-03-14,-99.0,GBP,reversal,ACME LTD,REV PAY INV-100893,REVERSAL BTX-0000728,reversal,True,BTX-0000728
BTX-0001481,2025-03-14,2025-03-14,1415.32,GBP,credit,Silverline Trading,C0057 101806,Silverline Trading C0057 101806,clean_reference,False,
BTX-0001721,2025-03-14,2025-03-14,1200.0,GBP,unexpected_credit,Summit Trading,,Summit Trading,unexpected_receipt,False,
BTX-0001682,2025-03-14,2025-03-14,4318.2,GBP,unexpected_credit,BrightPath Ltd,MISC C0060,BrightPath Ltd MISC C0060,unexpected_receipt,False,
BTX-0000777,2025-03-14,2025-03-14,4654.72,GBP,credit,Summit Retail,PAY INV-100956,Summit Retail PAY INV-100956,clean_reference,False,
BTX-0001442,2025-03-14,2025-03-14,149.0,GBP,credit,Vertex Limited,C0007 101761,Vertex Limited C0007 101761,clean_reference,False,
BTX-0001118,2025-03-15,2025-03-15,119.87,GBP,credit,Summit Trading,101378,Summit Trading 101378,truncated_reference,False,
BTX-0000274,2025-03-15,2025-03-15,3798.55,GBP,credit,IronBridge Limited,C0002 100331,IronBridge Limited C0002 100331,clean_reference,False,
BTX-0001576,2025-03-15,2025-03-15,826.16,GBP,credit,Silverline Group,,Silverline Group,missing_reference,False,
BTX-0001332,2025-03-15,2025-03-15,2500.0,GBP,credit,Vertex Distribution,C0069-INV-101625,Vertex Distribution C0069-INV-101625,clean_reference,False,
BTX-0001537,2025-03-15,2025-03-15,149.0,GBP,credit,Vertex Holdings,C0019 101879,Vertex Holdings C0019 101879,clean_reference,False,
BTX-0000281,2025-03-15,2025-03-15,2302.14,GBP,credit,Northstar Retail,C0029 100340,Northstar Retail C0029 100340,clean_reference,False,
BTX-0000681,2025-03-15,2025-03-15,1170.16,GBP,credit,Maple Solutions,C0075 100839,Maple Solutions C0075 100839,clean_reference,False,
BTX-0000683,2025-03-15,2025-03-15,250.0,GBP,credit,Acme Retail,PAY INV-100841,Acme Retail PAY INV-100841,clean_reference,False,
BTX-0000075,2025-03-15,2025-03-15,2387.49,GBP,credit,ACME GROUP,C0066 100090,ACME GROUP C0066 100090,clean_reference,False,
BTX-0000454,2025-03-15,2025-03-15,687.52,GBP,credit,Redwood Limited,100553,Redwood Limited 100553,truncated_reference,False,
BTX-0001759,2025-03-15,2025-03-15,1300.36,GBP,unexpected_credit,Unknown Sender,,Unknown Sender,unexpected_receipt,False,
BTX-0001385,2025-03-15,2025-03-15,4277.51,GBP,credit,Acme Ltd,INV-101691,Acme Ltd INV-101691,clean_reference,False,
BTX-0000800,2025-03-15,2025-03-15,1194.28,GBP,credit,Redwood Ltd,100980,Redwood Ltd 100980,truncated_reference,False,
BTX-0000354,2025-03-16,2025-03-16,3955.93,GBP,credit,BrightPath Partners,,BrightPath Partners,missing_reference,False,
BTX-0001399,2025-03-16,2025-03-16,3474.59,GBP,credit,Northstar Services,INV-101707,Northstar Services INV-101707,clean_reference,False,
BTX-0000782,2025-03-16,2025-03-16,299.0,GBP,credit,Northstar Limited,PAY INV-100961,Northstar Limited PAY INV-100961,clean_reference,False,
BTX-0000774,2025-03-16,2025-03-16,1500.0,GBP,credit,Vertex Partners,C0010-INV-100953,Vertex Partners C0010-INV-100953,clean_reference,False,
BTX-0001729,2025-03-16,2025-03-16,500.0,GBP,unexpected_credit,BlueRock Distribution,MISC C0061,BlueRock Distribution MISC C0061,unexpected_receipt,False,
BTX-0001275,2025-03-16,2025-03-16,418.48,GBP,credit,Acme Distribution,PAY INV-101559,Acme Distribution PAY INV-101559,clean_reference,False,
BTX-0000086,2025-03-16,2025-03-16,1200.0,GBP,credit,Acme Trading,PAY INV-100105,Acme Trading PAY INV-100105,clean_reference,False,
BTX-0000929,2025-03-16,2025-03-16,4702.56,GBP,credit,SUMMIT RETAIL,C0043-INV-101151,SUMMIT RETAIL C0043-INV-101151,clean_reference,False,
BTX-0001794,2025-03-16,2025-03-16,999.0,GBP,unexpected_credit,Third Party Receipt,MISC,Third Party Receipt MISC,unexpected_receipt,False,
BTX-0001692,2025-03-16,2025-03-16,1500.0,GBP,unexpected_credit,BrightPath Services,MISC C0018,BrightPath Services MISC C0018,unexpected_receipt,False,
BTX-0000690,2025-03-16,2025-03-16,4554.14,GBP,credit,IronBridge Ltd,INV-100850,IronBridge Ltd INV-100850,clean_reference,False,
BTX-0000951,2025-03-16,2025-03-16,236.22,GBP,credit,Acme Retail,101179,Acme Retail 101179,truncated_reference,False,
BTX-0001699,2025-03-16,2025-03-16,101.1,GBP,unexpected_credit,Acme Holdings,ADVANCE PAYMENT,Acme Holdings ADVANCE PAYMENT,unexpected_receipt,False,
BTX-0001413,2025-03-16,2025-03-16,1500.0,GBP,credit,Silverline Ltd,INV-1,Silverline Ltd INV-1,truncated_reference,False,
BTX-0000499,2025-03-16,2025-03-16,500.0,GBP,credit,ClearWater Distribution,,ClearWater Distribution,missing_reference,False,
BTX-0000172,2025-03-16,2025-03-16,1675.96,GBP,credit,Harbour Limited,PAY INV-100205,Harbour Limited PAY INV-100205,clean_reference,False,
BTX-0000806,2025-03-16,2025-03-16,4399.45,GBP,credit,Silverline Group,INV-100986,Silverline Group INV-100986,clean_reference,False,
BTX-0000884,2025-03-16,2025-03-16,394.56,GBP,credit,CLEARWATER GROUP,INV-101089,CLEARWATER GROUP INV-101089,clean_reference,False,
BTX-0000868,2025-03-16,2025-03-16,2891.71,GBP,credit,IronBridge LIMITED,101070,IronBridge LIMITED 101070,truncated_reference,False,
BTX-0001637,2025-03-16,2025-03-16,4887.91,GBP,credit,VERTEX SOLUTIONS,C0074-INV-101997,VERTEX SOLUTIONS C0074-INV-101997,clean_reference,False,
BTX-0000301,2025-03-16,2025-03-16,4100.99,GBP,credit,Vertex Solutions,PAY INV-100363,Vertex Solutions PAY INV-100363,clean_reference,False,
BTX-0000312,2025-03-16,2025-03-16,2013.33,GBP,credit,Redwood Group,C0062 100377,Redwood Group C0062 100377,clean_reference,False,
BTX-0000834,2025-03-16,2025-03-16,149.0,GBP,credit,Silverline Holdings,,Silverline Holdings,missing_reference,False,
BTX-0001216,2025-03-16,2025-03-16,4150.77,GBP,credit,Acme Ltd,PAY INV-101489,Acme Ltd PAY INV-101489,clean_reference,False,
BTX-0001376,2025-03-16,2025-03-16,99.0,GBP,credit,BlueRock Group,C0030 ,BlueRock Group C0030 ,truncated_reference,False,
BTX-0000540,2025-03-17,2025-03-17,750.0,GBP,credit,Silverline Retail,100672,Silverline Retail 100672,truncated_reference,False,
BTX-0000287,2025-03-17,2025-03-17,2841.36,GBP,credit,ClearWater Services,INV-100347,ClearWater Services INV-100347,clean_reference,False,
BTX-0001528,2025-03-17,2025-03-17,896.99,GBP,credit,Northstar Retail,PAY INV-101867,Northstar Retail PAY INV-101867,clean_reference,False,
BTX-0000425,2025-03-17,2025-03-17,299.0,GBP,credit,ACME GROUP,PAY INV-100511,ACME GROUP PAY INV-100511,clean_reference,False,
BTX-0001285,2025-03-17,2025-03-17,99.0,GBP,credit,HARBOUR GROUP,INV-1,HARBOUR GROUP INV-1,truncated_reference,False,
BTX-0001623,2025-03-17,2025-03-17,4345.4,GBP,credit,REDWOOD LTD,C0003-INV-101979,REDWOOD LTD C0003-INV-101979,clean_reference,False,
BTX-0001505,2025-03-17,2025-03-17,307.6,GBP,credit,IronBridge Distribution,C0045-INV-101835,IronBridge Distribution C0045-INV-101835,clean_reference,False,
BTX-0001853,2025-03-17,2025-03-17,-1200.0,GBP,reversal,Vertex Ltd,REV C0007 100597,REVERSAL BTX-0000485,reversal,True,BTX-0000485
BTX-0000460,2025-03-17,2025-03-17,1752.97,GBP,credit,Maple Holdings,C0049 100561,Maple Holdings C0049 100561,clean_reference,False,
BTX-0000968,2025-03-17,2025-03-17,3208.1,GBP,credit,NORTHSTAR RETAIL,INV-101197,NORTHSTAR RETAIL INV-101197,clean_reference,False,
BTX-0000906,2025-03-17,2025-03-17,4264.65,GBP,credit,BlueRock Partners,C0037-INV-101119,BlueRock Partners C0037-INV-101119,clean_reference,False,
BTX-0001439,2025-03-17,2025-03-17,2662.83,GBP,credit,BLUEROCK DISTRIBUTION,INV-101758,BLUEROCK DISTRIBUTION INV-101758,clean_reference,False,
BTX-0000257,2025-03-17,2025-03-17,4344.89,GBP,credit,Vertex Distribution,100310,Vertex Distribution 100310,truncated_reference,False,
BTX-0001870,2025-03-17,2025-03-17,-3840.38,GBP,reversal,Vertex Distribution,REV C0069 100928,REVERSAL BTX-0000755,reversal,True,BTX-0000755
BTX-0000137,2025-03-17,2025-03-17,3824.9,GBP,credit,HARBOUR DISTRIBUTION,INV-100164,HARBOUR DISTRIBUTION INV-100164,clean_reference,False,
BTX-0000972,2025-03-17,2025-03-17,2422.38,GBP,credit,BlueRock Distribution,101203,BlueRock Distribution 101203,truncated_reference,False,
BTX-0000550,2025-03-17,2025-03-17,2158.68,GBP,credit,BlueRock Solutions,INV-100686,BlueRock Solutions INV-100686,clean_reference,False,
BTX-0000664,2025-03-17,2025-03-17,3454.45,GBP,credit,Northstar Holdings,C0016-INV-100821,Northstar Holdings C0016-INV-100821,clean_reference,False,
BTX-0000953,2025-03-18,2025-03-18,999.92,GBP,credit,ACME SOLUTIONS,0039101181,ACME SOLUTIONS 0039101181,truncated_reference,False,
BTX-0000157,2025-03-18,2025-03-18,3244.94,GBP,credit,Northstar Services,C0025 100187,Northstar Services C0025 100187,clean_reference,False,
BTX-0001723,2025-03-18,2025-03-18,399.0,GBP,unexpected_credit,Acme Holdings,ON ACCOUNT,Acme Holdings ON ACCOUNT,unexpected_receipt,False,
BTX-0000627,2025-03-18,2025-03-18,2500.0,GBP,credit,SUMMIT HOLDINGS,INV-100778,SUMMIT HOLDINGS INV-100778,clean_reference,False,
BTX-0001372,2025-03-18,2025-03-18,199.0,GBP,credit,BlueRock LIMITED,101677,BlueRock LIMITED 101677,truncated_reference,False,
BTX-0001585,2025-03-18,2025-03-18,2526.07,GBP,credit,IronBridge Ltd,C0002-INV-101936,IronBridge Ltd C0002-INV-101936,clean_reference,False,
BTX-0000110,2025-03-18,2025-03-18,750.0,GBP,credit,Acme Solutions,C0039 100133,Acme Solutions C0039 100133,clean_reference,False,
BTX-0001545,2025-03-18,2025-03-18,99.0,GBP,credit,ClearWater Ltd,C0021 101889,ClearWater Ltd C0021 101889,clean_reference,False,
BTX-0001434,2025-03-18,2025-03-18,1403.59,GBP,credit,Summit Holdings,,Summit Holdings,missing_reference,False,
BTX-0000730,2025-03-18,2025-03-18,3999.93,GBP,credit,Acme Trading,C0063-INV-100895,Acme Trading C0063-INV-100895,clean_reference,False,
BTX-0001788,2025-03-18,2025-03-18,250.0,GBP,unexpected_credit,Silverline Retail,,Silverline Retail,unexpected_receipt,False,
BTX-0001098,2025-03-18,2025-03-18,1575.45,GBP,credit,VERTEX HOLDINGS,101357,VERTEX HOLDINGS 101357,truncated_reference,False,
BTX-0000374,2025-03-18,2025-03-18,904.01,GBP,credit,Acme Holdings,INV-100453,Acme Holdings INV-100453,clean_reference,False,
BTX-0001316,2025-03-18,2025-03-18,399.0,GBP,credit,Acme Retail,PAY INV-101609,Acme Retail PAY INV-101609,clean_reference,False,
BTX-0001605,2025-03-18,2025-03-18,125.0,GBP,credit,Vertex Distribution,C0069 101958,Vertex Distribution C0069 101958,clean_reference,False,
BTX-0000914,2025-03-18,2025-03-18,3430.24,GBP,credit,SUMMIT SERVICES,INV-101130,SUMMIT SERVICES INV-101130,clean_reference,False,
BTX-0000842,2025-03-18,2025-03-18,1832.93,GBP,credit,BRIGHTPATH DISTRIBUTION,INV-101032,BRIGHTPATH DISTRIBUTION INV-101032,clean_reference,False,
BTX-0000817,2025-03-18,2025-03-18,1054.03,GBP,credit,IronBridge Ltd,C0035 101003,IronBridge Ltd C0035 101003,clean_reference,False,
BTX-0001211,2025-03-18,2025-03-18,2293.08,GBP,credit,Northstar Holdings,,Northstar Holdings,missing_reference,False,
BTX-0000166,2025-03-19,2025-03-19,125.0,GBP,credit,BlueRock Distribution,100197,BlueRock Distribution 100197,truncated_reference,False,
BTX-0001094,2025-03-19,2025-03-19,199.0,GBP,credit,BrightPath Partners,PAY INV,BrightPath Partners PAY INV,truncated_reference,False,
BTX-0001426,2025-03-19,2025-03-19,3735.86,GBP,credit,Summit Trading,C0012-INV-101744,Summit Trading C0012-INV-101744,clean_reference,False,
BTX-0000703,2025-03-19,2025-03-19,149.0,GBP,credit,BlueRock Ltd,C0048-INV-100864,BlueRock Ltd C0048-INV-100864,clean_reference,False,
BTX-0001437,2025-03-19,2025-03-19,2500.0,GBP,credit,Acme Partners,,Acme Partners,missing_reference,False,
BTX-0001470,2025-03-19,2025-03-19,2581.57,GBP,credit,Northstar Services,INV-101792,Northstar Services INV-101792,clean_reference,False,
BTX-0000876,2025-03-19,2025-03-19,1685.12,GBP,credit,Acme LIMITED,INV-101079,Acme LIMITED INV-101079,clean_reference,False,
BTX-0000909,2025-03-19,2025-03-19,1500.0,GBP,credit,SUMMIT SERVICES,INV-101122,SUMMIT SERVICES INV-101122,clean_reference,False,
BTX-0001152,2025-03-19,2025-03-19,2587.63,GBP,credit,REDWOOD RETAIL,INV-101415,REDWOOD RETAIL INV-101415,clean_reference,False,
BTX-0000790,2025-03-19,2025-03-19,2238.94,GBP,credit,Maple Distribution,C0022-INV-100969,Maple Distribution C0022-INV-100969,clean_reference,False,
BTX-0000369,2025-03-19,2025-03-19,963.04,GBP,credit,VERTEX SERVICES,C0055-INV-100447,VERTEX SERVICES C0055-INV-100447,clean_reference,False,
BTX-0000612,2025-03-19,2025-03-19,125.0,GBP,credit,HARBOUR DISTRIBUTION,,HARBOUR DISTRIBUTION,missing_reference,False,
BTX-0000394,2025-03-19,2025-03-19,3157.67,GBP,credit,ClearWater Distribution,PAY INV-100477,ClearWater Distribution PAY INV-100477,clean_reference,False,
BTX-0001060,2025-03-19,2025-03-19,137.47,GBP,credit,CLEARWATER SOLUTIONS,PAY INV-101310,CLEARWATER SOLUTIONS PAY INV-101310,clean_reference,False,
BTX-0000989,2025-03-19,2025-03-19,3382.87,GBP,credit,VERTEX DISTRIBUTION,C0069 101221,VERTEX DISTRIBUTION C0069 101221,clean_reference,False,
BTX-0000220,2025-03-19,2025-03-19,692.37,GBP,credit,Vertex Solutions,C0074 ,Vertex Solutions C0074 ,truncated_reference,False,
BTX-0001093,2025-03-19,2025-03-19,1980.26,GBP,credit,Northstar Holdings,PAY INV-101352,Northstar Holdings PAY INV-101352,clean_reference,False,
BTX-0000184,2025-03-20,2025-03-20,750.0,GBP,credit,Redwood Group,100219,Redwood Group 100219,truncated_reference,False,
BTX-0001057,2025-03-20,2025-03-20,250.0,GBP,credit,Harbour Solutions,C0023-INV-101307,Harbour Solutions C0023-INV-101307,clean_reference,False,
BTX-0001007,2025-03-20,2025-03-20,4505.86,GBP,credit,Silverline Trading,INV-101242,Silverline Trading INV-101242,clean_reference,False,
BTX-0000204,2025-03-20,2025-03-20,995.96,GBP,credit,CLEARWATER SOLUTIONS,PAY INV,CLEARWATER SOLUTIONS PAY INV,truncated_reference,False,
BTX-0001043,2025-03-20,2025-03-20,4624.95,GBP,credit,Maple Distribution,PAY INV-101288,Maple Distribution PAY INV-101288,clean_reference,False,
BTX-0001476,2025-03-20,2025-03-20,4488.02,GBP,credit,VERTEX SOLUTIONS,C0074-INV-101800,VERTEX SOLUTIONS C0074-INV-101800,clean_reference,False,
BTX-0001096,2025-03-20,2025-03-20,750.0,GBP,credit,Vertex Distribution,C0069-INV-101355,Vertex Distribution C0069-INV-101355,clean_reference,False,
BTX-0000149,2025-03-20,2025-03-20,750.0,GBP,credit,Redwood Retail,INV-100179,Redwood Retail INV-100179,clean_reference,False,
BTX-0000001,2025-03-20,2025-03-20,250.0,GBP,credit,Acme Solutions,INV-100001,Acme Solutions INV-100001,clean_reference,False,
BTX-0001417,2025-03-20,2025-03-20,4657.68,GBP,credit,Harbour Limited,C0011-INV-101731,Harbour Limited C0011-INV-101731,clean_reference,False,
BTX-0000986,2025-03-20,2025-03-20,1200.0,GBP,credit,Northstar Retail,101218,Northstar Retail 101218,truncated_reference,False,
BTX-0000102,2025-03-20,2025-03-20,4160.84,GBP,credit,ClearWater Solutions,,ClearWater Solutions,missing_reference,False,
BTX-0000937,2025-03-20,2025-03-20,125.0,GBP,credit,ClearWater Services,PAY INV-101163,ClearWater Services PAY INV-101163,clean_reference,False,
BTX-0000668,2025-03-20,2025-03-20,2444.61,GBP,credit,BrightPath Distribution,,BrightPath Distribution,missing_reference,False,
BTX-0000030,2025-03-20,2025-03-20,99.0,GBP,credit,Acme Holdings,INV-100034,Acme Holdings INV-100034,clean_reference,False,
BTX-0000760,2025-03-20,2025-03-20,2108.97,GBP,credit,ClearWater Services,,ClearWater Services,missing_reference,False,
BTX-0000643,2025-03-20,2025-03-20,435.3,GBP,credit,Maple Holdings,C0049-INV-100796,Maple Holdings C0049-INV-100796,clean_reference,False,
BTX-0001201,2025-03-20,2025-03-20,3518.91,GBP,credit,Harbour Group,INV-101473,Harbour Group INV-101473,clean_reference,False,
BTX-0001259,2025-03-20,2025-03-20,3374.48,GBP,credit,Vertex Partners,INV-101540,Vertex Partners INV-101540,clean_reference,False,
BTX-0000863,2025-03-20,2025-03-20,70.34,GBP,credit,Maple Services,,Maple Services,missing_reference,False,
BTX-0000576,2025-03-20,2025-03-20,3621.72,GBP,credit,Maple Distribution,C0022 100713,Maple Distribution C0022 100713,clean_reference,False,
BTX-0000065,2025-03-21,2025-03-21,2378.98,GBP,credit,IronBridge Ltd,PAY INV-100077,IronBridge Ltd PAY INV-100077,clean_reference,False,
BTX-0000242,2025-03-21,2025-03-21,413.98,GBP,credit,Maple Trading,PAY INV-100292,Maple Trading PAY INV-100292,clean_reference,False,
BTX-0001251,2025-03-21,2025-03-21,1931.76,GBP,credit,Redwood Group,C0062 101530,Redwood Group C0062 101530,truncated_reference,False,
BTX-0001283,2025-03-21,2025-03-21,2084.98,GBP,credit,Redwood Holdings,C0038 101568,Redwood Holdings C0038 101568,clean_reference,False,
BTX-0001067,2025-03-21,2025-03-21,183.15,GBP,credit,Redwood Retail,PAY 101319,Redwood Retail PAY 101319,truncated_reference,False,
BTX-0000232,2025-03-21,2025-03-21,2060.16,GBP,credit,Acme Solutions,100279,Acme Solutions 100279,truncated_reference,False,
BTX-0001646,2025-03-21,2025-03-21,149.0,GBP,unexpected_credit,Vertex Limited,C0007,Vertex Limited C0007,unexpected_receipt,False,
BTX-0000169,2025-03-21,2025-03-21,999.0,GBP,credit,BlueRock Partners,C0037 100200,BlueRock Partners C0037 100200,clean_reference,False,
BTX-0000106,2025-03-21,2025-03-21,586.31,GBP,credit,MAPLE SOLUTIONS,C0075-INV-100129,MAPLE SOLUTIONS C0075-INV-100129,clean_reference,False,
BTX-0001200,2025-03-21,2025-03-21,3581.18,GBP,credit,ACME LIMITED,C0020-INV-101472,ACME LIMITED C0020-INV-101472,clean_reference,False,
BTX-0000831,2025-03-21,2025-03-21,149.0,GBP,credit,ClearWater Ltd,INV-101019,ClearWater Ltd INV-101019,clean_reference,False,
BTX-0000789,2025-03-21,2025-03-21,250.0,GBP,credit,BrightPath Limited,INV-100968,BrightPath Limited INV-100968,clean_reference,False,
BTX-0000820,2025-03-21,2025-03-21,4394.95,GBP,credit,Silverline Retail,PAY 101008,Silverline Retail PAY 101008,truncated_reference,False,
BTX-0001082,2025-03-21,2025-03-21,1200.0,GBP,credit,Acme Ltd,C0047 101339,Acme Ltd C0047 101339,clean_reference,False,
BTX-0001339,2025-03-21,2025-03-21,399.0,GBP,credit,BlueRock LIMITED,101633,BlueRock LIMITED 101633,truncated_reference,False,
BTX-0000645,2025-03-21,2025-03-21,3040.84,GBP,credit,Silverline LIMITED,C0046 100798,Silverline LIMITED C0046 100798,clean_reference,False,
BTX-0000845,2025-03-21,2025-03-21,99.0,GBP,credit,ACME RETAIL,101036,ACME RETAIL 101036,truncated_reference,False,
BTX-0000636,2025-03-21,2025-03-21,999.0,GBP,credit,Maple Distribution,PAY INV-100789,Maple Distribution PAY INV-100789,clean_reference,False,
BTX-0001092,2025-03-21,2025-03-21,1228.48,GBP,credit,Maple Solutions,INV-101351,Maple Solutions INV-101351,clean_reference,False,
BTX-0001412,2025-03-21,2025-03-21,333.35,GBP,credit,BrightPath Partners,INV-101724,BrightPath Partners INV-101724,clean_reference,False,
BTX-0001187,2025-03-22,2025-03-22,299.0,GBP,credit,Northstar Retail,C0029 101456,Northstar Retail C0029 101456,clean_reference,False,
BTX-0000270,2025-03-22,2025-03-22,4367.84,GBP,credit,CLEARWATER DISTRIBUTION,C0051-INV-100326,CLEARWATER DISTRIBUTION C0051-INV-100326,clean_reference,False,
BTX-0000362,2025-03-22,2025-03-22,3467.66,GBP,credit,BLUEROCK LTD,INV-100440,BLUEROCK LTD INV-100440,clean_reference,False,
BTX-0001144,2025-03-22,2025-03-22,575.05,GBP,credit,NORTHSTAR HOLDINGS,PAY INV-101405,NORTHSTAR HOLDINGS PAY INV-101405,clean_reference,False,
BTX-0000920,2025-03-22,2025-03-22,2852.04,GBP,credit,Redwood Retail,,Redwood Retail,missing_reference,False,
BTX-0001690,2025-03-22,2025-03-22,99.0,GBP,unexpected_credit,Third Party Receipt,,Third Party Receipt,unexpected_receipt,False,
BTX-0001139,2025-03-22,2025-03-22,782.87,GBP,credit,Maple Services,,Maple Services,missing_reference,False,
BTX-0000020,2025-03-22,2025-03-22,193.67,GBP,credit,NORTHSTAR RETAIL,INV-100023,NORTHSTAR RETAIL INV-100023,clean_reference,False,
BTX-0001822,2025-03-22,2025-03-22,1500.0,GBP,unexpected_credit,Legacy Payer,MISC,Legacy Payer MISC,unexpected_receipt,False,
BTX-0001359,2025-03-22,2025-03-22,1230.77,GBP,credit,Maple Holdings,INV-101660,Maple Holdings INV-101660,clean_reference,False,
BTX-0001351,2025-03-22,2025-03-22,1012.3,GBP,credit,BrightPath LIMITED,PAY INV-101650,BrightPath LIMITED PAY INV-101650,clean_reference,False,
BTX-0000633,2025-03-22,2025-03-22,2968.52,GBP,credit,Acme Limited,PAY INV-100786,Acme Limited PAY INV-100786,clean_reference,False,
BTX-0001347,2025-03-22,2025-03-22,916.88,GBP,credit,Acme Solutions,C0039 101642,Acme Solutions C0039 101642,clean_reference,False,
BTX-0001521,2025-03-22,2025-03-22,3600.76,GBP,credit,BrightPath Distribution,C0072 101858,BrightPath Distribution C0072 101858,clean_reference,False,
BTX-0000660,2025-03-22,2025-03-22,3854.92,GBP,credit,Vertex Services,C0055 ,Vertex Services C0055 ,truncated_reference,False,
BTX-0001326,2025-03-22,2025-03-22,2785.45,GBP,credit,Acme Partners,C0027 101619,Acme Partners C0027 101619,clean_reference,False,
BTX-0001559,2025-03-22,2025-03-22,3482.43,GBP,credit,CLEARWATER PARTNERS,PAY 101905,CLEARWATER PARTNERS PAY 101905,truncated_reference,False,
BTX-0001574,2025-03-22,2025-03-22,2146.92,GBP,credit,Harbour Solutions,INV-101923,Harbour Solutions INV-101923,clean_reference,False,
BTX-0001177,2025-03-22,2025-03-22,3076.9,GBP,credit,ACME TRADING,INV-101442,ACME TRADING INV-101442,clean_reference,False,
BTX-0001080,2025-03-23,2025-03-23,3091.39,GBP,credit,BRIGHTPATH LTD,C0060 101337,BRIGHTPATH LTD C0060 101337,clean_reference,False,
BTX-0001837,2025-03-23,2025-03-23,3731.53,GBP,unexpected_credit,IronBridge Ltd,MISC C0035,IronBridge Ltd MISC C0035,unexpected_receipt,False,
BTX-0001350,2025-03-23,2025-03-23,199.0,GBP,credit,Silverline Group,PAY INV-101648,Silverline Group PAY INV-101648,clean_reference,False,
BTX-0001456,2025-03-23,2025-03-23,750.0,GBP,credit,IronBridge Services,PAY INV-101776,IronBridge Services PAY INV-101776,clean_reference,False,
BTX-0001811,2025-03-23,2025-03-23,2270.42,GBP,unexpected_credit,Vertex Services,C0055,Vertex Services C0055,unexpected_receipt,False,
BTX-0001876,2025-03-23,2025-03-23,-199.0,GBP,reversal,SUMMIT RETAIL,REV C0043 100438,REVERSAL BTX-0000360,reversal,True,BTX-0000360
BTX-0000609,2025-03-23,2025-03-23,2283.07,GBP,credit,Vertex Solutions,INV-100759,Vertex Solutions INV-100759,clean_reference,False,
BTX-0000095,2025-03-23,2025-03-23,4963.83,GBP,credit,BrightPath Partners,INV-100116,BrightPath Partners INV-100116,clean_reference,False,
BTX-0000913,2025-03-23,2025-03-23,1980.85,GBP,credit,BLUEROCK DISTRIBUTION,PAY INV-101128,BLUEROCK DISTRIBUTION PAY INV-101128,clean_reference,False,
BTX-0000241,2025-03-23,2025-03-23,2032.88,GBP,credit,Northstar Trading,,Northstar Trading,missing_reference,False,
BTX-0000069,2025-03-23,2025-03-23,2238.1,GBP,credit,Harbour Group,PAY INV-100084,Harbour Group PAY INV-100084,clean_reference,False,
BTX-0000533,2025-03-23,2025-03-23,138.68,GBP,credit,IronBridge Ltd,C0002-INV-100664,IronBridge Ltd C0002-INV-100664,clean_reference,False,
BTX-0000526,2025-03-23,2025-03-23,149.0,GBP,credit,Maple Holdings,100656,Maple Holdings 100656,truncated_reference,False,
BTX-0000353,2025-03-23,2025-03-23,250.0,GBP,credit,REDWOOD LIMITED,C0009 100431,REDWOOD LIMITED C0009 100431,clean_reference,False,
BTX-0000162,2025-03-23,2025-03-23,1586.52,GBP,credit,Northstar Distribution,INV-100193,Northstar Distribution INV-100193,clean_reference,False,
BTX-0000445,2025-03-23,2025-03-23,399.0,GBP,credit,Harbour Limited,INV-100538,Harbour Limited INV-100538,clean_reference,False,
BTX-0000879,2025-03-24,2025-03-24,250.0,GBP,credit,HARBOUR DISTRIBUTION,PAY INV-101083,HARBOUR DISTRIBUTION PAY INV-101083,clean_reference,False,
BTX-0000593,2025-03-24,2025-03-24,3255.78,GBP,credit,Silverline Trading,PAY INV-100738,Silverline Trading PAY INV-100738,clean_reference,False,
BTX-0000991,2025-03-24,2025-03-24,149.0,GBP,credit,Harbour Solutions,C0023 101223,Harbour Solutions C0023 101223,clean_reference,False,
BTX-0000111,2025-03-24,2025-03-24,3728.54,GBP,credit,BrightPath Services,PAY INV-100134,BrightPath Services PAY INV-100134,clean_reference,False,
BTX-0000719,2025-03-24,2025-03-24,2643.71,GBP,credit,BLUEROCK DISTRIBUTION,PAY INV-100884,BLUEROCK DISTRIBUTION PAY INV-100884,clean_reference,False,
BTX-0001730,2025-03-24,2025-03-24,1848.54,GBP,unexpected_credit,Third Party Receipt,,Third Party Receipt,unexpected_receipt,False,
BTX-0000892,2025-03-24,2025-03-24,3329.31,GBP,credit,Maple Holdings,101100,Maple Holdings 101100,truncated_reference,False,
BTX-0001279,2025-03-24,2025-03-24,125.0,GBP,credit,Vertex Limited,PAY INV-101563,Vertex Limited PAY INV-101563,clean_reference,False,
BTX-0001561,2025-03-24,2025-03-24,2692.16,GBP,credit,IronBridge Holdings,INV-101907,IronBridge Holdings INV-101907,clean_reference,False,
BTX-0001661,2025-03-24,2025-03-24,125.0,GBP,unexpected_credit,Unknown Sender,TRANSFER,Unknown Sender TRANSFER,unexpected_receipt,False,
