payment_record_id,invoice_id,customer_id,customer_code,customer_name,invoice_number,expected_amount,currency,invoice_date,due_date,expected_payment_date,expected_reference,reference_quality_hint,scenario_type
PAYREC-001098,INVREC-001098,CUST-00072,C0072,BrightPath Distribution,INV-101098,99.0,GBP,2025-02-15,2025-03-01,2025-03-03,C0072 101098,low,unmatched_expected
PAYREC-001099,INVREC-001099,CUST-00031,C0031,BrightPath Partners,INV-101099,1624.73,GBP,2025-02-25,2025-03-27,2025-03-28,C0031-INV-101099,high,matched
PAYREC-001100,INVREC-001100,CUST-00049,C0049,Maple Holdings,INV-101100,3329.31,GBP,2025-02-21,2025-03-23,2025-03-25,PAY INV-101100,low,matched
PAYREC-001101,INVREC-001101,CUST-00061,C0061,BlueRock Distribution,INV-101101,4626.19,GBP,2025-01-18,2025-02-01,2025-02-02,PAY INV-101101,high,unmatched_expected
PAYREC-001102,INVREC-001102,CUST-00054,C0054,BrightPath Holdings,INV-101102,671.47,GBP,2025-01-20,2025-02-03,2025-02-02,PAY INV-101102,high,matched
PAYREC-001103,INVREC-001103,CUST-00002,C0002,IronBridge Limited,INV-101103,500.0,GBP,2025-01-10,2025-02-09,2025-02-08,C0002 101103,low,matched
PAYREC-001104,INVREC-001104,CUST-00056,C0056,Northstar Limited,INV-101104,2108.48,GBP,2025-01-18,2025-01-25,2025-01-25,C0056 101104,high,matched
PAYREC-001105,INVREC-001105,CUST-00059,C0059,Maple Services,INV-101105,940.0,GBP,2025-03-31,2025-04-30,2025-05-02,C0059 101105,high,matched
PAYREC-001106,INVREC-001106,CUST-00066,C0066,Acme Group,INV-101106,1808.77,GBP,2025-02-24,2025-03-26,2025-03-31,C0066 101106,high,matched
PAYREC-001107,INVREC-001107,CUST-00024,C0024,IronBridge Services,INV-101107,4241.68,GBP,2025-02-24,2025-03-26,2025-03-26,C0024-INV-101107,medium,matched
PAYREC-001108,INVREC-001108,CUST-00031,C0031,BrightPath Partners,INV-101108,2902.94,GBP,2025-03-06,2025-03-20,2025-03-22,PAY INV-101108,high,unmatched_expected
PAYREC-001109,INVREC-001109,CUST-00005,C0005,Silverline Retail,INV-101109,610.16,GBP,2025-01-05,2025-02-04,2025-01-30,PAY INV-101109,medium,unmatched_expected
PAYREC-001110,INVREC-001110,CUST-00062,C0062,Redwood Group,INV-101110,2655.72,GBP,2025-03-30,2025-04-06,2025-04-14,C0062-INV-101110,high,matched
PAYREC-001111,INVREC-001111,CUST-00036,C0036,Northstar Distribution,INV-101111,3069.85,GBP,2025-03-01,2025-03-31,2025-03-30,C0036 101111,medium,matched
PAYREC-001112,INVREC-001112,CUST-00032,C0032,IronBridge Holdings,INV-101112,3360.15,GBP,2025-03-02,2025-04-01,2025-04-04,C0032 101112,high,matched
PAYREC-001113,INVREC-001113,CUST-00070,C0070,ClearWater Solutions,INV-101113,299.0,GBP,2025-03-16,2025-04-15,2025-04-17,C0070 101113,medium,unmatched_expected
PAYREC-001114,INVREC-001114,CUST-00069,C0069,Vertex Distribution,INV-101114,2372.7,GBP,2025-01-02,2025-02-01,2025-02-01,INV-101114,low,matched
PAYREC-001115,INVREC-001115,CUST-00043,C0043,Summit Retail,INV-101115,1508.36,GBP,2025-02-23,2025-03-25,2025-03-24,C0043-INV-101115,high,matched
PAYREC-001116,INVREC-001116,CUST-00022,C0022,Maple Distribution,INV-101116,1555.15,GBP,2025-01-05,2025-02-04,2025-02-04,INV-101116,medium,matched
PAYREC-001117,INVREC-001117,CUST-00073,C0073,Maple Trading,INV-101117,886.94,GBP,2025-02-03,2025-02-10,2025-02-09,C0073 101117,medium,unmatched_expected
PAYREC-001118,INVREC-001118,CUST-00007,C0007,Vertex Limited,INV-101118,3140.37,GBP,2025-03-26,2025-05-10,2025-05-11,PAY INV-101118,high,matched
PAYREC-001119,INVREC-001119,CUST-00037,C0037,BlueRock Partners,INV-101119,4264.65,GBP,2025-03-04,2025-03-11,2025-03-14,C0037-INV-101119,high,matched
PAYREC-001120,INVREC-001120,CUST-00036,C0036,Northstar Distribution,INV-101120,250.0,GBP,2025-02-02,2025-02-16,2025-02-16,C0036 101120,medium,matched
PAYREC-001121,INVREC-001121,CUST-00002,C0002,IronBridge Limited,INV-101121,3707.89,GBP,2025-01-15,2025-02-14,2025-02-14,INV-101121,low,matched
PAYREC-001122,INVREC-001122,CUST-00058,C0058,Summit Services,INV-101122,1500.0,GBP,2025-02-17,2025-03-19,2025-03-16,INV-101122,medium,matched
PAYREC-001123,INVREC-001123,CUST-00031,C0031,BrightPath Partners,INV-101123,213.8,GBP,2025-03-04,2025-03-18,2025-03-21,C0031 101123,high,unmatched_expected
PAYREC-001124,INVREC-001124,CUST-00011,C0011,Harbour Limited,INV-101124,4196.19,GBP,2025-01-19,2025-02-18,2025-02-21,C0011-INV-101124,low,matched
PAYREC-001125,INVREC-001125,CUST-00053,C0053,Acme Retail,INV-101125,3205.99,GBP,2025-02-19,2025-03-05,2025-03-01,C0053 101125,medium,unmatched_expected
PAYREC-001126,INVREC-001126,CUST-00027,C0027,Acme Partners,INV-101126,1200.0,GBP,2025-03-15,2025-04-14,2025-04-20,C0027-INV-101126,high,matched
PAYREC-001127,INVREC-001127,CUST-00034,C0034,Northstar Trading,INV-101127,2407.35,GBP,2025-01-15,2025-01-22,2025-01-22,C0034 101127,medium,matched
PAYREC-001128,INVREC-001128,CUST-00061,C0061,BlueRock Distribution,INV-101128,1980.85,GBP,2025-03-10,2025-03-24,2025-03-24,PAY INV-101128,high,matched
PAYREC-001129,INVREC-001129,CUST-00034,C0034,Northstar Trading,INV-101129,1479.52,GBP,2025-01-19,2025-02-18,2025-02-18,PAY INV-101129,medium,unmatched_expected
PAYREC-001130,INVREC-001130,CUST-00058,C0058,Summit Services,INV-101130,3430.24,GBP,2025-02-18,2025-03-20,2025-03-15,INV-101130,medium,matched
PAYREC-001131,INVREC-001131,CUST-00006,C0006,BlueRock Solutions,INV-101131,4783.11,GBP,2025-01-13,2025-02-27,2025-03-03,C0006 101131,high,matched
PAYREC-001132,INVREC-001132,CUST-00056,C0056,Northstar Limited,INV-101132,1708.09,GBP,2025-03-20,2025-05-04,2025-05-06,C0056-INV-101132,high,matched
PAYREC-001133,INVREC-001133,CUST-00035,C0035,IronBridge Ltd,INV-101133,2332.49,GBP,2025-01-13,2025-01-27,2025-02-06,C0035 101133,low,matched
PAYREC-001134,INVREC-001134,CUST-00031,C0031,BrightPath Partners,INV-101134,299.0,GBP,2025-03-28,2025-04-27,2025-04-27,C0031-INV-101134,high,unmatched_expected
PAYREC-001135,INVREC-001135,CUST-00024,C0024,IronBridge Services,INV-101135,4166.86,GBP,2025-02-10,2025-03-12,2025-03-14,INV-101135,medium,unmatched_expected
PAYREC-001136,INVREC-001136,CUST-00002,C0002,IronBridge Limited,INV-101136,500.0,GBP,2025-02-22,2025-03-01,2025-02-28,PAY INV-101136,low,unmatched_expected
PAYREC-001137,INVREC-001137,CUST-00045,C0045,IronBridge Distribution,INV-101137,99.0,GBP,2025-01-29,2025-02-28,2025-02-28,C0045-INV-101137,medium,unmatched_expected
PAYREC-001138,INVREC-001138,CUST-00004,C0004,Acme Distribution,INV-101138,3300.2,GBP,2025-03-21,2025-03-28,2025-03-30,INV-101138,medium,matched
PAYREC-001139,INVREC-001139,CUST-00028,C0028,Harbour Holdings,INV-101139,643.89,GBP,2025-03-18,2025-04-17,2025-04-18,INV-101139,low,matched
PAYREC-001140,INVREC-001140,CUST-00017,C0017,Redwood Retail,INV-101140,2852.04,GBP,2025-02-18,2025-03-20,2025-03-22,C0017 101140,high,matched
PAYREC-001141,INVREC-001141,CUST-00024,C0024,IronBridge Services,INV-101141,500.0,GBP,2025-01-15,2025-02-14,2025-02-16,INV-101141,medium,matched
PAYREC-001142,INVREC-001142,CUST-00010,C0010,Vertex Partners,INV-101142,3858.33,GBP,2025-03-23,2025-04-22,2025-04-24,PAY INV-101142,high,matched
PAYREC-001143,INVREC-001143,CUST-00042,C0042,BrightPath Limited,INV-101143,2500.0,GBP,2025-02-02,2025-02-16,2025-02-25,INV-101143,low,matched
PAYREC-001144,INVREC-001144,CUST-00008,C0008,ClearWater Services,INV-101144,1328.28,GBP,2025-02-18,2025-03-20,2025-03-23,INV-101144,medium,matched
PAYREC-001145,INVREC-001145,CUST-00034,C0034,Northstar Trading,INV-101145,4646.5,GBP,2025-01-23,2025-02-22,2025-02-24,C0034 101145,medium,matched
PAYREC-001146,INVREC-001146,CUST-00051,C0051,ClearWater Distribution,INV-101146,750.0,GBP,2025-01-23,2025-02-22,2025-02-21,PAY INV-101146,high,matched
PAYREC-001147,INVREC-001147,CUST-00056,C0056,Northstar Limited,INV-101147,500.0,GBP,2025-01-28,2025-02-27,2025-03-01,INV-101147,high,unmatched_expected
PAYREC-001148,INVREC-001148,CUST-00034,C0034,Northstar Trading,INV-101148,1500.0,GBP,2025-01-14,2025-01-21,2025-01-22,C0034 101148,medium,unmatched_expected
PAYREC-001149,INVREC-001149,CUST-00033,C0033,Vertex Retail,INV-101149,3281.68,GBP,2025-02-27,2025-03-06,2025-03-09,C0033 101149,medium,matched
PAYREC-001150,INVREC-001150,CUST-00001,C0001,Maple Limited,INV-101150,1500.0,GBP,2025-01-05,2025-02-04,2025-02-06,INV-101150,high,matched
PAYREC-001151,INVREC-001151,CUST-00043,C0043,Summit Retail,INV-101151,4702.56,GBP,2025-02-20,2025-03-22,2025-03-17,C0043-INV-101151,high,matched
PAYREC-001152,INVREC-001152,CUST-00063,C0063,Acme Trading,INV-101152,3915.64,GBP,2025-03-03,2025-04-02,2025-03-30,INV-101152,high,matched
PAYREC-001153,INVREC-001153,CUST-00009,C0009,Redwood Limited,INV-101153,3461.84,GBP,2025-03-11,2025-03-25,2025-03-25,PAY INV-101153,medium,matched
PAYREC-001154,INVREC-001154,CUST-00062,C0062,Redwood Group,INV-101154,1826.65,GBP,2025-01-16,2025-02-15,2025-02-22,PAY INV-101154,high,unmatched_expected
PAYREC-001155,INVREC-001155,CUST-00039,C0039,Acme Solutions,INV-101155,3253.02,GBP,2025-02-21,2025-02-28,2025-02-24,C0039-INV-101155,medium,unmatched_expected
PAYREC-001156,INVREC-001156,CUST-00047,C0047,Acme Ltd,INV-101156,500.0,GBP,2025-03-10,2025-04-09,2025-04-17,C0047-INV-101156,medium,matched
PAYREC-001157,INVREC-001157,CUST-00038,C0038,Redwood Holdings,INV-101157,4839.19,GBP,2025-03-24,2025-04-07,2025-04-08,INV-101157,medium,unmatched_expected
PAYREC-001158,INVREC-001158,CUST-00025,C0025,Northstar Services,INV-101158,3171.55,GBP,2025-02-08,2025-03-10,2025-03-11,INV-101158,medium,matched
PAYREC-001159,INVREC-001159,CUST-00046,C0046,Silverline Ltd,INV-101159,3689.85,GBP,2025-03-04,2025-03-11,2025-03-13,C0046 101159,medium,matched
PAYREC-001160,INVREC-001160,CUST-00018,C0018,BrightPath Services,INV-101160,2985.08,GBP,2025-01-05,2025-01-19,2025-01-19,PAY INV-101160,high,unmatched_expected
PAYREC-001161,INVREC-001161,CUST-00063,C0063,Acme Trading,INV-101161,1573.27,GBP,2025-02-19,2025-02-26,2025-02-23,PAY INV-101161,high,matched
PAYREC-001162,INVREC-001162,CUST-00069,C0069,Vertex Distribution,INV-101162,299.0,GBP,2025-02-27,2025-04-13,2025-04-15,PAY INV-101162,low,matched
PAYREC-001163,INVREC-001163,CUST-00008,C0008,ClearWater Services,INV-101163,125.0,GBP,2025-02-13,2025-03-15,2025-03-17,PAY INV-101163,medium,matched
PAYREC-001164,INVREC-001164,CUST-00028,C0028,Harbour Holdings,INV-101164,3406.49,GBP,2025-03-25,2025-04-24,2025-05-04,PAY INV-101164,low,matched
PAYREC-001165,INVREC-001165,CUST-00069,C0069,Vertex Distribution,INV-101165,125.0,GBP,2025-01-20,2025-02-19,2025-02-22,INV-101165,low,matched
PAYREC-001166,INVREC-001166,CUST-00005,C0005,Silverline Retail,INV-101166,999.0,GBP,2025-01-19,2025-02-18,2025-02-14,C0005-INV-101166,medium,matched
PAYREC-001167,INVREC-001167,CUST-00006,C0006,BlueRock Solutions,INV-101167,149.0,GBP,2025-02-01,2025-03-03,2025-03-12,PAY INV-101167,high,matched
PAYREC-001168,INVREC-001168,CUST-00007,C0007,Vertex Limited,INV-101168,999.0,GBP,2025-02-09,2025-03-11,2025-03-12,C0007-INV-101168,high,matched
PAYREC-001169,INVREC-001169,CUST-00022,C0022,Maple Distribution,INV-101169,615.19,GBP,2025-03-17,2025-03-24,2025-03-25,PAY INV-101169,medium,matched
PAYREC-001170,INVREC-001170,CUST-00029,C0029,Northstar Retail,INV-101170,4067.03,GBP,2025-01-09,2025-02-08,2025-02-09,PAY INV-101170,low,matched
PAYREC-001171,INVREC-001171,CUST-00052,C0052,BlueRock Services,INV-101171,2752.13,GBP,2025-02-11,2025-02-25,2025-02-28,PAY INV-101171,low,unmatched_expected
PAYREC-001172,INVREC-001172,CUST-00042,C0042,BrightPath Limited,INV-101172,1710.74,GBP,2025-01-28,2025-02-27,2025-03-07,C0042 101172,low,unmatched_expected
PAYREC-001173,INVREC-001173,CUST-00016,C0016,Northstar Holdings,INV-101173,3496.66,GBP,2025-02-05,2025-02-19,2025-02-20,C0016-INV-101173,medium,matched
PAYREC-001174,INVREC-001174,CUST-00071,C0071,Redwood Partners,INV-101174,251.46,GBP,2025-01-22,2025-02-21,2025-02-21,C0071-INV-101174,high,matched
PAYREC-001175,INVREC-001175,CUST-00013,C0013,ClearWater Group,INV-101175,127.37,GBP,2025-03-22,2025-04-21,2025-04-24,PAY INV-101175,high,matched
PAYREC-001176,INVREC-001176,CUST-00063,C0063,Acme Trading,INV-101176,125.0,GBP,2025-01-11,2025-01-18,2025-01-16,PAY INV-101176,high,matched
PAYREC-001177,INVREC-001177,CUST-00037,C0037,BlueRock Partners,INV-101177,2406.26,GBP,2025-02-23,2025-03-25,2025-03-25,INV-101177,high,matched
PAYREC-001178,INVREC-001178,CUST-00017,C0017,Redwood Retail,INV-101178,500.0,GBP,2025-01-27,2025-02-10,2025-02-10,PAY INV-101178,high,matched
PAYREC-001179,INVREC-001179,CUST-00053,C0053,Acme Retail,INV-101179,236.22,GBP,2025-01-31,2025-03-17,2025-03-13,INV-101179,medium,matched
PAYREC-001180,INVREC-001180,CUST-00024,C0024,IronBridge Services,INV-101180,2500.0,GBP,2025-03-05,2025-04-04,2025-04-05,PAY INV-101180,medium,matched
PAYREC-001181,INVREC-001181,CUST-00039,C0039,Acme Solutions,INV-101181,999.92,GBP,2025-02-14,2025-03-16,2025-03-16,C0039 101181,medium,matched
PAYREC-001182,INVREC-001182,CUST-00068,C0068,Redwood Trading,INV-101182,4934.57,GBP,2025-01-13,2025-02-12,2025-02-14,C0068-INV-101182,high,matched
PAYREC-001183,INVREC-001183,CUST-00065,C0065,Silverline Group,INV-101183,1080.14,GBP,2025-01-29,2025-02-28,2025-03-06,C0065-INV-101183,medium,matched
PAYREC-001184,INVREC-001184,CUST-00007,C0007,Vertex Limited,INV-101184,500.0,GBP,2025-01-25,2025-02-08,2025-02-18,PAY INV-101184,high,matched
PAYREC-001185,INVREC-001185,CUST-00064,C0064,BrightPath Solutions,INV-101185,317.44,GBP,2025-01-23,2025-02-06,2025-02-15,PAY INV-101185,medium,matched
PAYREC-001186,INVREC-001186,CUST-00047,C0047,Acme Ltd,INV-101186,999.0,GBP,2025-02-06,2025-02-20,2025-02-27,C0047 101186,medium,matched
PAYREC-001187,INVREC-001187,CUST-00059,C0059,Maple Services,INV-101187,750.0,GBP,2025-01-06,2025-01-20,2025-01-20,C0059 101187,high,matched
PAYREC-001188,INVREC-001188,CUST-00023,C0023,Harbour Solutions,INV-101188,624.52,GBP,2025-01-21,2025-02-20,2025-02-20,C0023 101188,high,matched
PAYREC-001189,INVREC-001189,CUST-00031,C0031,BrightPath Partners,INV-101189,199.0,GBP,2025-02-26,2025-03-28,2025-03-30,INV-101189,high,unmatched_expected
PAYREC-001190,INVREC-001190,CUST-00042,C0042,BrightPath Limited,INV-101190,125.0,GBP,2025-01-30,2025-03-01,2025-03-03,PAY INV-101190,low,matched
PAYREC-001191,INVREC-001191,CUST-00031,C0031,BrightPath Partners,INV-101191,1142.28,GBP,2025-02-22,2025-03-24,2025-03-24,PAY INV-101191,high,matched
PAYREC-001192,INVREC-001192,CUST-00061,C0061,BlueRock Distribution,INV-101192,767.46,GBP,2025-03-16,2025-04-15,2025-04-15,C0061-INV-101192,high,matched
PAYREC-001193,INVREC-001193,CUST-00059,C0059,Maple Services,INV-101193,1500.0,GBP,2025-01-23,2025-02-22,2025-02-22,PAY INV-101193,high,matched
PAYREC-001194,INVREC-001194,CUST-00025,C0025,Northstar Services,INV-101194,299.0,GBP,2025-03-22,2025-04-21,2025-04-24,INV-101194,medium,matched
PAYREC-001195,INVREC-001195,CUST-00017,C0017,Redwood Retail,INV-101195,149.0,GBP,2025-01-05,2025-02-04,2025-02-04,PAY INV-101195,high,matched
PAYREC-001196,INVREC-001196,CUST-00015,C0015,Acme Holdings,INV-101196,299.0,GBP,2025-03-01,2025-03-31,2025-04-02,C0015 101196,medium,matched
PAYREC-001197,INVREC-001197,CUST-00029,C0029,Northstar Retail,INV-101197,3208.1,GBP,2025-02-07,2025-03-09,2025-03-12,INV-101197,low,matched
PAYREC-001198,INVREC-001198,CUST-00022,C0022,Maple Distribution,INV-101198,478.05,GBP,2025-03-15,2025-04-29,2025-05-02,C0022-INV-101198,medium,matched
PAYREC-001199,INVREC-001199,CUST-00067,C0067,Harbour Group,INV-101199,500.0,GBP,2025-03-04,2025-04-03,2025-04-07,PAY INV-101199,high,unmatched_expected
PAYREC-001200,INVREC-001200,CUST-00060,C0060,BrightPath Ltd,INV-101200,4369.36,GBP,2025-02-05,2025-02-12,2025-02-11,C0060 101200,low,unmatched_expected
PAYREC-001201,INVREC-001201,CUST-00032,C0032,IronBridge Holdings,INV-101201,999.0,GBP,2025-02-11,2025-03-13,2025-03-12,PAY INV-101201,high,matched
PAYREC-001202,INVREC-001202,CUST-00020,C0020,Acme Limited,INV-101202,268.91,GBP,2025-03-15,2025-04-14,2025-04-17,INV-101202,high,matched
PAYREC-001203,INVREC-001203,CUST-00061,C0061,BlueRock Distribution,INV-101203,2422.38,GBP,2025-03-06,2025-03-13,2025-03-14,INV-101203,high,matched
PAYREC-001204,INVREC-001204,CUST-00013,C0013,ClearWater Group,INV-101204,2500.0,GBP,2025-02-27,2025-03-29,2025-03-28,C0013 101204,high,matched
PAYREC-001205,INVREC-001205,CUST-00002,C0002,IronBridge Limited,INV-101205,706.92,GBP,2025-03-30,2025-04-29,2025-04-28,C0002-INV-101205,low,matched
PAYREC-001206,INVREC-001206,CUST-00038,C0038,Redwood Holdings,INV-101206,500.0,GBP,2025-01-31,2025-03-02,2025-03-02,PAY INV-101206,medium,matched
PAYREC-001207,INVREC-001207,CUST-00040,C0040,Silverline Holdings,INV-101207,3749.07,GBP,2025-01-21,2025-02-20,2025-02-20,C0040-INV-101207,high,matched
PAYREC-001208,INVREC-001208,CUST-00004,C0004,Acme Distribution,INV-101208,1500.0,GBP,2025-02-28,2025-03-30,2025-03-30,C0004 101208,medium,matched
PAYREC-001209,INVREC-001209,CUST-00052,C0052,BlueRock Services,INV-101209,2348.26,GBP,2025-01-24,2025-02-23,2025-02-26,INV-101209,low,matched
PAYREC-001210,INVREC-001210,CUST-00001,C0001,Maple Limited,INV-101210,1697.89,GBP,2025-03-22,2025-03-29,2025-04-01,PAY INV-101210,high,matched
PAYREC-001211,INVREC-001211,CUST-00005,C0005,Silverline Retail,INV-101211,999.0,GBP,2025-02-07,2025-03-09,2025-03-08,PAY INV-101211,medium,matched
PAYREC-001212,INVREC-001212,CUST-00070,C0070,ClearWater Solutions,INV-101212,450.75,GBP,2025-03-15,2025-04-14,2025-04-13,C0070-INV-101212,medium,matched
PAYREC-001213,INVREC-001213,CUST-00043,C0043,Summit Retail,INV-101213,1851.75,GBP,2025-01-08,2025-02-07,2025-02-07,INV-101213,high,matched
PAYREC-001214,INVREC-001214,CUST-00007,C0007,Vertex Limited,INV-101214,252.33,GBP,2025-01-15,2025-02-14,2025-02-17,PAY INV-101214,high,matched
PAYREC-001215,INVREC-001215,CUST-00047,C0047,Acme Ltd,INV-101215,2825.75,GBP,2025-01-23,2025-02-22,2025-02-23,C0047-INV-101215,medium,unmatched_expected
PAYREC-001216,INVREC-001216,CUST-00027,C0027,Acme Partners,INV-101216,125.0,GBP,2025-01-18,2025-03-04,2025-03-08,C0027-INV-101216,high,matched
PAYREC-001217,INVREC-001217,CUST-00062,C0062,Redwood Group,INV-101217,3778.21,GBP,2025-03-16,2025-04-15,2025-04-25,C0062 101217,high,matched
PAYREC-001218,INVREC-001218,CUST-00029,C0029,Northstar Retail,INV-101218,1200.0,GBP,2025-02-11,2025-03-13,2025-03-15,INV-101218,low,matched
PAYREC-001219,INVREC-001219,CUST-00055,C0055,Vertex Services,INV-101219,2289.43,GBP,2025-02-05,2025-02-12,2025-02-15,INV-101219,medium,matched
PAYREC-001220,INVREC-001220,CUST-00065,C0065,Silverline Group,INV-101220,2682.93,GBP,2025-03-09,2025-04-08,2025-04-14,INV-101220,medium,matched
PAYREC-001221,INVREC-001221,CUST-00069,C0069,Vertex Distribution,INV-101221,3382.87,GBP,2025-02-07,2025-03-09,2025-03-09,C0069 101221,low,matched
PAYREC-001222,INVREC-001222,CUST-00009,C0009,Redwood Limited,INV-101222,446.84,GBP,2025-01-25,2025-02-24,2025-02-23,C0009 101222,medium,matched
PAYREC-001223,INVREC-001223,CUST-00023,C0023,Harbour Solutions,INV-101223,149.0,GBP,2025-02-06,2025-03-23,2025-03-22,C0023 101223,high,matched
PAYREC-001224,INVREC-001224,CUST-00036,C0036,Northstar Distribution,INV-101224,4381.22,GBP,2025-01-15,2025-02-14,2025-02-14,INV-101224,medium,unmatched_expected
PAYREC-001225,INVREC-001225,CUST-00067,C0067,Harbour Group,INV-101225,3427.9,GBP,2025-03-22,2025-03-29,2025-04-07,C0067-INV-101225,high,matched
PAYREC-001226,INVREC-001226,CUST-00017,C0017,Redwood Retail,INV-101226,3241.19,GBP,2025-03-02,2025-04-01,2025-04-04,C0017 101226,high,matched
PAYREC-001227,INVREC-001227,CUST-00038,C0038,Redwood Holdings,INV-101227,1200.02,GBP,2025-01-25,2025-02-01,2025-02-02,INV-101227,medium,matched
PAYREC-001228,INVREC-001228,CUST-00067,C0067,Harbour Group,INV-101228,3296.01,GBP,2025-03-24,2025-04-23,2025-05-03,C0067 101228,high,matched
PAYREC-001229,INVREC-001229,CUST-00042,C0042,BrightPath Limited,INV-101229,4217.44,GBP,2025-03-04,2025-04-03,2025-04-05,C0042 101229,low,matched
PAYREC-001230,INVREC-001230,CUST-00057,C0057,Silverline Trading,INV-101230,2500.0,GBP,2025-02-28,2025-03-30,2025-03-30,C0057 101230,medium,matched
PAYREC-001231,INVREC-001231,CUST-00040,C0040,Silverline Holdings,INV-101231,299.0,GBP,2025-01-22,2025-02-21,2025-02-20,PAY INV-101231,high,matched
PAYREC-001232,INVREC-001232,CUST-00037,C0037,BlueRock Partners,INV-101232,149.0,GBP,2025-01-07,2025-01-21,2025-01-23,PAY INV-101232,high,matched
PAYREC-001233,INVREC-001233,CUST-00021,C0021,ClearWater Limited,INV-101233,4204.69,GBP,2025-03-10,2025-03-24,2025-03-26,C0021-INV-101233,medium,unmatched_expected
PAYREC-001234,INVREC-001234,CUST-00020,C0020,Acme Limited,INV-101234,299.0,GBP,2025-01-21,2025-02-04,2025-02-05,C0020 101234,high,matched
PAYREC-001235,INVREC-001235,CUST-00074,C0074,Vertex Solutions,INV-101235,1065.52,GBP,2025-01-17,2025-02-16,2025-02-19,PAY INV-101235,medium,matched
PAYREC-001236,INVREC-001236,CUST-00005,C0005,Silverline Retail,INV-101236,299.0,GBP,2025-03-27,2025-04-26,2025-04-26,PAY INV-101236,medium,matched
PAYREC-001237,INVREC-001237,CUST-00058,C0058,Summit Services,INV-101237,651.38,GBP,2025-03-11,2025-04-25,2025-04-22,C0058-INV-101237,medium,matched
PAYREC-001238,INVREC-001238,CUST-00004,C0004,Acme Distribution,INV-101238,4741.56,GBP,2025-02-21,2025-04-07,2025-04-08,PAY INV-101238,medium,matched
PAYREC-001239,INVREC-001239,CUST-00041,C0041,Summit Holdings,INV-101239,4879.23,GBP,2025-01-20,2025-01-27,2025-02-05,PAY INV-101239,high,unmatched_expected
PAYREC-001240,INVREC-001240,CUST-00043,C0043,Summit Retail,INV-101240,1484.64,GBP,2025-03-24,2025-04-23,2025-04-23,C0043 101240,high,matched
PAYREC-001241,INVREC-001241,CUST-00074,C0074,Vertex Solutions,INV-101241,4539.06,GBP,2025-03-27,2025-04-10,2025-04-09,C0074-INV-101241,medium,matched
PAYREC-001242,INVREC-001242,CUST-00057,C0057,Silverline Trading,INV-101242,4505.86,GBP,2025-02-13,2025-03-15,2025-03-17,INV-101242,medium,matched
PAYREC-001243,INVREC-001243,CUST-00018,C0018,BrightPath Services,INV-101243,399.0,GBP,2025-03-28,2025-04-27,2025-04-28,C0018 101243,high,matched
PAYREC-001244,INVREC-001244,CUST-00029,C0029,Northstar Retail,INV-101244,999.0,GBP,2025-02-27,2025-03-29,2025-03-31,C0029-INV-101244,low,matched
PAYREC-001245,INVREC-001245,CUST-00025,C0025,Northstar Services,INV-101245,3847.12,GBP,2025-03-16,2025-04-15,2025-04-15,INV-101245,medium,matched
PAYREC-001246,INVREC-001246,CUST-00026,C0026,Vertex Group,INV-101246,3401.46,GBP,2025-01-03,2025-01-10,2025-01-12,PAY INV-101246,medium,matched
PAYREC-001247,INVREC-001247,CUST-00012,C0012,Summit Trading,INV-101247,3035.7,GBP,2025-03-07,2025-04-06,2025-04-05,C0012 101247,high,matched
PAYREC-001248,INVREC-001248,CUST-00066,C0066,Acme Group,INV-101248,782.33,GBP,2025-01-08,2025-02-22,2025-02-28,C0066-INV-101248,high,matched
PAYREC-001249,INVREC-001249,CUST-00055,C0055,Vertex Services,INV-101249,299.0,GBP,2025-02-17,2025-03-19,2025-03-19,INV-101249,medium,unmatched_expected
PAYREC-001250,INVREC-001250,CUST-00045,C0045,IronBridge Distribution,INV-101250,483.61,GBP,2025-02-09,2025-03-26,2025-03-26,C0045-INV-101250,medium,matched
PAYREC-001251,INVREC-001251,CUST-00057,C0057,Silverline Trading,INV-101251,2500.0,GBP,2025-02-23,2025-03-25,2025-03-26,PAY INV-101251,medium,matched
PAYREC-001252,INVREC-001252,CUST-00055,C0055,Vertex Services,INV-101252,476.09,GBP,2025-02-23,2025-03-09,2025-03-10,C0055 101252,medium,matched
PAYREC-001253,INVREC-001253,CUST-00027,C0027,Acme Partners,INV-101253,4933.86,GBP,2025-02-08,2025-03-10,2025-03-12,PAY INV-101253,high,matched
PAYREC-001254,INVREC-001254,CUST-00009,C0009,Redwood Limited,INV-101254,399.0,GBP,2025-03-17,2025-04-16,2025-04-19,C0009-INV-101254,medium,matched
PAYREC-001255,INVREC-001255,CUST-00035,C0035,IronBridge Ltd,INV-101255,2861.19,GBP,2025-02-23,2025-03-09,2025-03-19,C0035-INV-101255,low,unmatched_expected
PAYREC-001256,INVREC-001256,CUST-00018,C0018,BrightPath Services,INV-101256,2791.64,GBP,2025-01-26,2025-02-09,2025-02-10,C0018-INV-101256,high,matched
PAYREC-001257,INVREC-001257,CUST-00006,C0006,BlueRock Solutions,INV-101257,750.0,GBP,2025-02-08,2025-03-10,2025-03-14,C0006 101257,high,matched
PAYREC-001258,INVREC-001258,CUST-00060,C0060,BrightPath Ltd,INV-101258,250.0,GBP,2025-01-29,2025-02-05,2025-02-05,C0060-INV-101258,low,unmatched_expected
